"session_id","user_id","movie_id","watch_date","device_type","watch_duration_minutes","progress_percentage","action","quality","location_country","is_download","user_rating","duration_category"
"session_016825","user_07355","movie_0801",2025-07-26,"Desktop",29.3,97.2,"completed","HD","USA",TRUE,3,"6-30 minutes"
"session_016826","user_02530","movie_0278",2025-05-19,"Mobile",38.3,94.2,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_016827","user_01431","movie_0124",2025-08-06,"Tablet",119.5,90.4,"paused","HD","USA",TRUE,NA,"1-2 hours"
"session_016828","user_03913","movie_0070",2025-11-27,"Desktop",21.6,41,"completed","4K","Canada",TRUE,NA,"6-30 minutes"
"session_016829","user_01533","movie_0607",2025-06-06,"Tablet",15.9,18.9,"started","4K","USA",FALSE,NA,"6-30 minutes"
"session_016830","user_01893","movie_0493",2025-08-07,"Mobile",111.6,55,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_016831","user_01422","movie_0761",2024-08-10,"Tablet",58.2,24.8,"stopped","4K","Canada",FALSE,NA,"31-60 minutes"
"session_016832","user_08583","movie_0724",2025-10-21,"Laptop",46.3,60.7,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_016833","user_05769","movie_0592",2024-02-05,"Laptop",121.6,74,"stopped","4K","USA",FALSE,NA,"2-4 hours"
"session_016834","user_02819","movie_0929",2025-09-09,"Desktop",117.4,18.1,"paused","4K","Canada",FALSE,NA,"1-2 hours"
"session_016835","user_05618","movie_0139",2024-01-08,"Laptop",36.3,95.3,"completed","HD","USA",FALSE,3,"31-60 minutes"
"session_016836","user_01196","movie_0930",2025-10-26,"Mobile",78.5,31.3,"paused","HD","Canada",FALSE,1,"1-2 hours"
"session_016837","user_06230","movie_0229",2025-02-16,"Laptop",77,34.1,"completed","HD","USA",TRUE,3,"1-2 hours"
"session_016838","user_09050","movie_0439",2025-03-01,"Laptop",10.1,35.2,"stopped","SD","Canada",FALSE,NA,"6-30 minutes"
"session_016839","user_05306","movie_0229",2025-05-26,"Mobile",32.7,14.5,"stopped","4K","Canada",FALSE,NA,"31-60 minutes"
"session_016840","user_09709","movie_0092",2025-12-31,"Tablet",38.4,44.4,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_016841","user_08078","movie_0191",2024-08-27,"Smart TV",132.3,23.5,"stopped","4K","USA",FALSE,NA,"2-4 hours"
"session_016842","user_09346","movie_0006",2025-02-09,"Mobile",76.8,42.6,"paused","SD","Canada",FALSE,5,"1-2 hours"
"session_016843","user_00843","movie_0812",2025-08-28,"Laptop",36.8,65,"started","HD","Canada",FALSE,NA,"31-60 minutes"
"session_016844","user_05201","movie_0385",2024-05-05,"Smart TV",36.3,43.6,"stopped","4K","USA",FALSE,4,"31-60 minutes"
"session_016845","user_05922","movie_0037",2024-11-18,"Mobile",19.1,94.8,"completed","HD","USA",FALSE,5,"6-30 minutes"
"session_016846","user_09875","movie_0982",2024-06-18,"Tablet",29.7,63.1,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_016847","user_00295","movie_0481",2024-07-09,"Mobile",340,9.2,"started","4K","USA",TRUE,NA,"4-8 hours"
"session_016848","user_06098","movie_0402",2024-10-25,"Laptop",77.4,82.2,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_016849","user_06413","movie_0102",2024-05-12,"Desktop",34.8,12.4,"paused","4K","Canada",TRUE,NA,"31-60 minutes"
"session_016850","user_08837","movie_0093",2025-09-24,"Laptop",9.6,13.6,"started","HD","Canada",FALSE,NA,"6-30 minutes"
"session_016851","user_06679","movie_0487",2024-06-07,"Mobile",70.4,22.6,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_016852","user_05021","movie_0386",2024-09-28,"Desktop",37.6,63.6,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_016853","user_05744","movie_0705",2025-03-22,"Mobile",108,49,"paused","HD","Canada",FALSE,3,"1-2 hours"
"session_016854","user_00111","movie_0838",2024-11-15,"Tablet",106.6,87.8,"stopped",NA,"Canada",FALSE,NA,"1-2 hours"
"session_016855","user_08776","movie_0752",2025-04-28,"Mobile",47.9,19.7,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_016856","user_09679","movie_0511",2025-05-31,"Smart TV",32,74.7,"started","HD","USA",FALSE,2,"31-60 minutes"
"session_016857","user_04865","movie_0667",2025-08-09,"Mobile",14.5,8.7,"started","HD","USA",FALSE,2,"6-30 minutes"
"session_016858","user_01649","movie_0874",2025-12-17,"Laptop",38,38.5,"completed","4K","USA",FALSE,NA,"31-60 minutes"
"session_016859","user_06382","movie_0271",2024-01-29,"Tablet",84.4,97.9,"completed","SD","USA",FALSE,NA,"1-2 hours"
"session_016860","user_02382","movie_0846",2025-01-21,"Laptop",60.1,74.7,"completed","SD","USA",FALSE,NA,"1-2 hours"
"session_016861","user_00106","movie_0992",2024-03-30,"Laptop",6.6,39.8,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_016862","user_05819","movie_0395",2025-12-30,"Desktop",77.7,61.5,"started",NA,"USA",TRUE,NA,"1-2 hours"
"session_016863","user_09887","movie_0005",2025-07-05,"Smart TV",46.4,18.5,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_016864","user_09926","movie_0339",2024-09-04,"Smart TV",70,64.4,"completed",NA,"Canada",FALSE,NA,"1-2 hours"
"session_016865","user_00382","movie_0475",2024-01-24,"Mobile",9.5,94.9,"stopped","4K","Canada",FALSE,NA,"6-30 minutes"
"session_016866","user_04357","movie_0110",2024-05-01,"Laptop",16.8,42.2,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_016867","user_05919","movie_0377",2025-06-01,"Desktop",95.4,71.7,"completed","4K","Canada",FALSE,NA,"1-2 hours"
"session_016868","user_01317","movie_0577",2024-06-26,"Mobile",10.9,58,"stopped","SD","USA",FALSE,NA,"6-30 minutes"
"session_016869","user_05455","movie_0111",2025-02-07,"Desktop",124.6,96.4,"stopped","HD","USA",FALSE,NA,"2-4 hours"
"session_016870","user_04075","movie_0041",2025-12-10,"Tablet",27.6,42.5,"paused","4K","Canada",FALSE,NA,"6-30 minutes"
"session_016871","user_04805","movie_0353",2024-10-11,"Tablet",58.7,98.1,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_016872","user_00907","movie_0607",2025-03-20,"Laptop",7.3,24.4,"completed","HD","Canada",FALSE,NA,"6-30 minutes"
"session_016873","user_07622","movie_0925",2025-12-07,"Mobile",9.7,74.7,"completed","4K","USA",FALSE,NA,"6-30 minutes"
"session_016874","user_00663","movie_0615",2025-07-08,"Laptop",36,97.5,"stopped","HD","Canada",TRUE,2,"31-60 minutes"
"session_016875","user_06719","movie_0512",2025-02-13,"Tablet",49.3,48,"stopped","HD","Canada",FALSE,NA,"31-60 minutes"
"session_016876","user_08655","movie_0961",2024-04-23,"Smart TV",29.4,30.9,"started","4K","USA",FALSE,NA,"6-30 minutes"
"session_016877","user_00943","movie_0765",2024-06-21,"Desktop",66.1,74.7,"stopped","4K","USA",TRUE,NA,"1-2 hours"
"session_016878","user_08350","movie_0749",2025-04-30,"Smart TV",51.1,5.3,"completed","HD","Canada",FALSE,4,"31-60 minutes"
"session_016879","user_06416","movie_0374",2025-05-31,"Mobile",88.3,84.3,"stopped","HD","Canada",TRUE,NA,"1-2 hours"
"session_016880","user_03310","movie_0640",2024-09-08,"Smart TV",33,43.4,"stopped","4K","USA",TRUE,4,"31-60 minutes"
"session_016881","user_01327","movie_0795",2024-07-16,"Tablet",79.2,9.4,"started","HD","USA",FALSE,2,"1-2 hours"
"session_016882","user_02107","movie_0701",2025-12-05,"Smart TV",13.9,73.9,"paused","HD","Canada",FALSE,NA,"6-30 minutes"
"session_016883","user_04800","movie_0041",2024-06-04,"Smart TV",38.3,25.4,"completed","4K","Canada",TRUE,2,"31-60 minutes"
"session_016884","user_08840","movie_0967",2025-05-12,"Desktop",65.3,69.6,"started","SD","USA",FALSE,NA,"1-2 hours"
"session_016885","user_02939","movie_0060",2024-04-26,"Mobile",12.9,14,"started","HD","USA",TRUE,NA,"6-30 minutes"
"session_016886","user_02484","movie_0064",2024-03-16,"Desktop",40.5,83.4,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_016887","user_01376","movie_0491",2024-12-23,"Smart TV",8.7,90.6,"stopped","HD","USA",FALSE,NA,"6-30 minutes"
"session_016888","user_07857","movie_0479",2024-06-01,"Tablet",41.4,12.4,"paused","HD","USA",FALSE,3,"31-60 minutes"
"session_016889","user_00245","movie_0669",2025-02-16,"Smart TV",28.4,68.3,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_016890","user_02349","movie_0875",2025-11-21,"Mobile",126.8,91.8,"completed","4K","Canada",FALSE,4,"2-4 hours"
"session_016891","user_09060","movie_0358",2024-08-15,"Laptop",64,94.3,"completed","HD","Canada",TRUE,NA,"1-2 hours"
"session_016892","user_00480","movie_0501",2025-09-14,"Tablet",113.9,59.6,"started","HD","Canada",TRUE,NA,"1-2 hours"
"session_016893","user_01936","movie_0109",2025-06-17,"Smart TV",36.5,74.7,"started","4K","USA",FALSE,NA,"31-60 minutes"
"session_016894","user_05758","movie_0195",2024-11-01,"Smart TV",91.6,43.1,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_016895","user_00088","movie_0299",2025-05-23,"Tablet",44.9,4.6,"completed","HD","USA",TRUE,NA,"31-60 minutes"
"session_016896","user_09433","movie_0514",2024-07-13,"Tablet",135.6,42.1,"paused","4K","USA",FALSE,NA,"2-4 hours"
"session_016897","user_08765","movie_0946",2025-10-17,"Tablet",103.3,74.4,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_016898","user_09006","movie_0521",2025-04-25,"Mobile",31.6,83.6,"paused","4K","USA",TRUE,NA,"31-60 minutes"
"session_016899","user_00179","movie_0701",2025-09-20,"Smart TV",46.5,74.7,"started","HD","USA",TRUE,NA,"31-60 minutes"
"session_016900","user_09918","movie_0231",2024-03-12,"Smart TV",59.2,3.3,"started","HD","USA",FALSE,5,"31-60 minutes"
"session_016901","user_00163","movie_0990",2024-11-15,"Laptop",137.5,77.2,"stopped","HD","USA",FALSE,5,"2-4 hours"
"session_016902","user_02641","movie_0462",2025-09-13,"Tablet",41.4,53.3,"stopped","HD","Canada",FALSE,NA,"31-60 minutes"
"session_016903","user_09198","movie_0560",2025-01-14,"Laptop",1.4,61.7,"completed","HD","Canada",FALSE,NA,"1-5 minutes"
"session_016904","user_02349","movie_0212",2024-09-16,"Tablet",106.9,88.2,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_016905","user_02422","movie_0526",2024-12-17,"Mobile",41.6,56.4,"stopped","HD","Canada",FALSE,NA,"31-60 minutes"
"session_016906","user_04299","movie_0375",2025-11-29,"Desktop",53.3,93.5,"started","HD","Canada",FALSE,1,"31-60 minutes"
"session_016907","user_04143","movie_0086",2025-01-07,"Smart TV",76,93.9,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_016908","user_04504","movie_0283",2024-09-26,"Mobile",42.8,57.9,"stopped","HD","USA",TRUE,NA,"31-60 minutes"
"session_016909","user_01218","movie_0207",2024-11-22,"Tablet",71.3,9.2,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_016910","user_02475","movie_0282",2025-12-06,"Mobile",86.4,49.4,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_016911","user_00930","movie_0271",2024-02-28,"Laptop",38.4,33.8,"paused","4K","USA",FALSE,NA,"31-60 minutes"
"session_016912","user_07959","movie_0351",2024-05-26,"Laptop",20.1,42.9,"paused","SD","USA",FALSE,NA,"6-30 minutes"
"session_016913","user_08509","movie_0907",2025-09-12,"Smart TV",58.9,58.5,"started","HD","USA",FALSE,3,"31-60 minutes"
"session_016914","user_01503","movie_0398",2024-04-15,"Tablet",101.4,2,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_016915","user_00421","movie_0772",2025-04-23,"Mobile",71.6,79.9,"completed","HD","USA",FALSE,4,"1-2 hours"
"session_016916","user_05831","movie_0739",2024-07-16,"Tablet",126.9,54.9,"completed","HD","USA",FALSE,4,"2-4 hours"
"session_016917","user_04359","movie_0955",2024-05-10,"Laptop",63.4,73.3,"completed","4K","USA",FALSE,NA,"1-2 hours"
"session_016918","user_01450","movie_0864",2025-05-29,"Tablet",91.4,31.5,"paused","HD","Canada",FALSE,NA,"1-2 hours"
"session_016919","user_05812","movie_0804",2025-07-13,"Laptop",22.4,70.8,"started","4K","USA",FALSE,NA,"6-30 minutes"
"session_016920","user_08620","movie_0306",2025-01-06,"Smart TV",34.9,72.7,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_016921","user_07872","movie_0032",2025-09-05,"Desktop",38.2,16.9,"stopped","4K","USA",FALSE,NA,"31-60 minutes"
"session_016922","user_08589","movie_0635",2024-05-20,"Desktop",21.9,33.1,"stopped","HD","Canada",FALSE,NA,"6-30 minutes"
"session_016923","user_08988","movie_0334",2025-01-07,"Tablet",28.4,49.4,"started","4K","Canada",FALSE,NA,"6-30 minutes"
"session_016924","user_00107","movie_0610",2024-12-19,"Mobile",27.9,41.8,"started","HD","Canada",TRUE,NA,"6-30 minutes"
"session_016925","user_04050","movie_0756",2025-11-04,"Laptop",41.9,27.1,"paused","HD","USA",FALSE,3,"31-60 minutes"
"session_016926","user_08290","movie_0955",2025-10-19,"Laptop",34.8,5.2,"started",NA,"USA",FALSE,NA,"31-60 minutes"
"session_016927","user_01904","movie_0963",2024-06-24,"Tablet",47.9,19.4,"stopped","4K","USA",FALSE,NA,"31-60 minutes"
"session_016928","user_07650","movie_0293",2024-12-31,"Smart TV",31,45.2,"started","SD","USA",FALSE,3,"31-60 minutes"
"session_016929","user_03571","movie_0945",2024-08-31,"Tablet",66.6,44.1,"completed","HD","Canada",TRUE,NA,"1-2 hours"
"session_016930","user_05377","movie_0791",2024-07-12,"Desktop",64.5,49.7,"completed","HD","Canada",TRUE,2,"1-2 hours"
"session_016931","user_00043","movie_0420",2025-09-18,"Desktop",19.2,87.7,"completed","4K","USA",FALSE,NA,"6-30 minutes"
"session_016932","user_06386","movie_0342",2025-11-30,"Laptop",38.8,30.6,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_016933","user_01578","movie_0946",2024-09-26,"Laptop",54.6,16.3,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_016934","user_06066","movie_0756",2024-12-24,"Tablet",85.2,63,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_016935","user_05886","movie_0501",2025-05-26,"Desktop",82.1,73.3,"completed","HD","Canada",FALSE,1,"1-2 hours"
"session_016936","user_08577","movie_0886",2025-05-13,"Laptop",31.1,81.7,"stopped","4K","USA",FALSE,NA,"31-60 minutes"
"session_016937","user_03578","movie_0620",2024-05-18,"Smart TV",134.2,47.2,"started","4K","USA",FALSE,NA,"2-4 hours"
"session_016938","user_03239","movie_0513",2024-11-05,"Desktop",31.2,74.7,"paused","4K","USA",TRUE,2,"31-60 minutes"
"session_016939","user_05245","movie_0254",2025-11-25,"Mobile",16.5,24.2,"paused","4K","USA",FALSE,NA,"6-30 minutes"
"session_016940","user_09889","movie_0127",2025-03-25,"Tablet",60.4,95.2,"started","4K","USA",FALSE,2,"1-2 hours"
"session_016941","user_02135","movie_0228",2025-12-08,"Laptop",38.3,42.3,"paused","4K","Canada",FALSE,NA,"31-60 minutes"
"session_016942","user_03893","movie_0306",2024-04-11,"Smart TV",77.6,39.2,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_016943","user_04322","movie_0782",2024-09-26,"Smart TV",88.8,69.5,"completed","SD","USA",FALSE,4,"1-2 hours"
"session_016944","user_05777","movie_0570",2024-04-08,"Desktop",31.1,16.9,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_016945","user_05829","movie_0209",2024-10-28,"Smart TV",56.2,3.6,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_016946","user_03816","movie_0253",2025-10-04,"Smart TV",54.9,74.5,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_016947","user_00296","movie_0766",2025-03-22,"Tablet",86.3,26.6,"started","SD","USA",FALSE,NA,"1-2 hours"
"session_016948","user_00414","movie_0655",2025-07-11,"Mobile",181.5,42.8,"completed","SD","USA",FALSE,NA,"2-4 hours"
"session_016949","user_05957","movie_0315",2025-09-30,"Smart TV",114.7,83.9,"completed","4K","USA",FALSE,NA,"1-2 hours"
"session_016950","user_06279","movie_0603",2025-03-11,"Desktop",35.2,16.1,"started","4K","USA",FALSE,NA,"31-60 minutes"
"session_016951","user_06669","movie_0256",2024-02-17,"Desktop",100,9.1,"stopped","SD","Canada",FALSE,NA,"1-2 hours"
"session_016952","user_08196","movie_0121",2025-07-10,"Mobile",27,75.8,"paused","HD","USA",TRUE,NA,"6-30 minutes"
"session_016953","user_00178","movie_0239",2025-08-20,"Laptop",41.8,44.5,"completed","SD","USA",FALSE,NA,"31-60 minutes"
"session_016954","user_08938","movie_0721",2024-10-16,"Mobile",65.1,62.1,"stopped","HD","USA",TRUE,NA,"1-2 hours"
"session_016955","user_04355","movie_0642",2025-10-31,"Smart TV",53.8,98.8,"started","HD","USA",FALSE,3,"31-60 minutes"
"session_016956","user_08844","movie_0601",2025-01-07,"Smart TV",15.7,7.3,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_016957","user_05915","movie_0328",2025-08-02,"Smart TV",28.1,47.7,"stopped","4K","USA",TRUE,2,"6-30 minutes"
"session_016958","user_05483","movie_0959",2025-08-26,"Smart TV",101,98.2,"stopped","HD","USA",FALSE,3,"1-2 hours"
"session_016959","user_03272","movie_0266",2025-07-02,"Desktop",103.6,7,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_016960","user_06688","movie_0156",2025-07-01,"Mobile",30.1,88.1,"paused","HD","Canada",FALSE,1,"31-60 minutes"
"session_016961","user_05393","movie_0122",2024-02-04,"Mobile",111,71.5,"started","HD","USA",TRUE,NA,"1-2 hours"
"session_016962","user_00290","movie_0698",2025-05-06,"Mobile",49.4,40.2,"stopped","4K","USA",FALSE,NA,"31-60 minutes"
"session_016963","user_08995","movie_0932",2025-07-26,"Mobile",43.8,35,"started","4K","USA",TRUE,2,"31-60 minutes"
"session_016964","user_08426","movie_0370",2024-11-09,"Tablet",48,8.1,"completed","4K","Canada",FALSE,NA,"31-60 minutes"
"session_016965","user_00408","movie_0488",2024-11-06,"Desktop",22.3,80.8,"completed","HD","USA",FALSE,5,"6-30 minutes"
"session_016966","user_00694","movie_0931",2024-02-17,"Tablet",63.7,2.6,"paused","4K","Canada",FALSE,3,"1-2 hours"
"session_016967","user_01170","movie_0250",2024-10-29,"Desktop",207.6,10.6,"stopped","4K","Canada",FALSE,4,"2-4 hours"
"session_016968","user_08624","movie_0080",2025-03-14,"Tablet",28.3,49.5,"paused","4K","USA",TRUE,NA,"6-30 minutes"
"session_016969","user_07783","movie_0721",2025-04-04,"Tablet",37.9,20.4,"started","4K","USA",TRUE,NA,"31-60 minutes"
"session_016970","user_09175","movie_0114",2024-05-22,"Desktop",42.3,34,"stopped","HD","USA",TRUE,NA,"31-60 minutes"
"session_016971","user_03045","movie_0052",2025-03-08,"Laptop",15.9,86.1,"stopped","HD","USA",FALSE,NA,"6-30 minutes"
"session_016972","user_05531","movie_0577",2024-11-30,"Tablet",15.6,32.1,"paused","SD","Canada",FALSE,NA,"6-30 minutes"
"session_016973","user_04993","movie_0598",2024-06-24,"Smart TV",163.4,36.1,"started","4K","Canada",FALSE,NA,"2-4 hours"
"session_016974","user_03925","movie_0196",2024-02-20,"Mobile",85.9,95.2,"started","SD","USA",FALSE,NA,"1-2 hours"
"session_016975","user_06971","movie_0188",2024-08-01,"Smart TV",36.1,18.5,"completed","4K","USA",FALSE,NA,"31-60 minutes"
"session_016976","user_03313","movie_0539",2024-12-04,"Mobile",161.3,32.5,"paused","HD","Canada",FALSE,NA,"2-4 hours"
"session_016977","user_04319","movie_0102",2025-06-21,"Desktop",21.4,5,"completed","HD","Canada",FALSE,NA,"6-30 minutes"
"session_016978","user_01689","movie_0661",2025-01-07,"Laptop",66.3,81,"started","4K","Canada",FALSE,3,"1-2 hours"
"session_016979","user_00468","movie_0075",2024-02-20,"Mobile",15,24.7,"started","HD","Canada",TRUE,NA,"6-30 minutes"
"session_016980","user_09538","movie_0543",2024-06-30,"Tablet",31,90.1,"stopped","4K","Canada",FALSE,NA,"31-60 minutes"
"session_016981","user_02423","movie_0452",2024-03-25,"Mobile",36.1,95.7,"stopped","4K","USA",TRUE,NA,"31-60 minutes"
"session_016982","user_07280","movie_0343",2024-12-25,"Desktop",96.4,31,"completed","4K","USA",FALSE,NA,"1-2 hours"
"session_016983","user_04508","movie_0044",2025-04-25,"Tablet",30.7,35.4,"paused","HD","USA",FALSE,1,"31-60 minutes"
"session_016984","user_04722","movie_0871",2024-10-03,"Desktop",34.9,83.2,"started","4K","Canada",FALSE,NA,"31-60 minutes"
"session_016985","user_05372","movie_0996",2025-11-02,"Laptop",63,12.9,"completed","HD","USA",FALSE,NA,"1-2 hours"
"session_016986","user_09204","movie_0500",2025-04-03,"Smart TV",42.2,47.7,"paused","HD","Canada",FALSE,NA,"31-60 minutes"
"session_016987","user_07542","movie_0500",2024-11-21,"Laptop",212.8,68.8,"stopped","SD","USA",FALSE,NA,"2-4 hours"
"session_016988","user_09870","movie_0536",2024-11-25,"Smart TV",28.7,90,"completed","SD","USA",FALSE,NA,"6-30 minutes"
"session_016989","user_01487","movie_0267",2025-09-17,"Tablet",38.7,80.2,"paused","HD","USA",TRUE,NA,"31-60 minutes"
"session_016990","user_09609","movie_0037",2025-10-03,"Tablet",63.3,17.9,"paused","4K","Canada",FALSE,NA,"1-2 hours"
"session_016991","user_09550","movie_0396",2024-10-26,"Smart TV",82.6,9.9,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_016992","user_09584","movie_0190",2025-05-02,"Mobile",44.4,93.2,"completed","4K","USA",FALSE,NA,"31-60 minutes"
"session_016993","user_09771","movie_0565",2024-04-12,"Tablet",62,17.8,"completed",NA,"Canada",FALSE,4,"1-2 hours"
"session_016994","user_03750","movie_0489",2024-05-15,"Smart TV",103.4,3.8,"stopped","SD","USA",FALSE,NA,"1-2 hours"
"session_016995","user_08060","movie_0010",2025-11-25,"Laptop",92.3,33.8,"paused","HD","USA",FALSE,3,"1-2 hours"
"session_016996","user_02504","movie_0438",2025-01-12,"Desktop",61.9,12.3,"stopped","SD","USA",FALSE,NA,"1-2 hours"
"session_016997","user_07856","movie_0612",2025-09-09,"Tablet",13.5,66.1,"paused","HD","Canada",FALSE,NA,"6-30 minutes"
"session_016998","user_07056","movie_0926",2025-11-08,"Smart TV",103.7,65.1,"stopped","HD","Canada",TRUE,NA,"1-2 hours"
"session_016999","user_00400","movie_0143",2025-11-01,"Tablet",15.4,49,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_017000","user_04383","movie_0583",2024-08-20,"Smart TV",32.1,41,"completed","HD","USA",TRUE,4,"31-60 minutes"
"session_017001","user_01540","movie_0544",2024-09-05,"Smart TV",26.1,60.7,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_017002","user_08429","movie_0040",2024-02-12,"Desktop",31.3,67.9,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_017003","user_07186","movie_0879",2024-09-08,"Desktop",32.8,47.8,"started","SD","Canada",FALSE,4,"31-60 minutes"
"session_017004","user_04911","movie_0455",2024-10-01,"Desktop",70.6,21.1,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_017005","user_09120","movie_0646",2025-05-12,"Smart TV",70.2,35.9,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_017006","user_04510","movie_0812",2025-11-03,"Desktop",157.6,61.6,"started","HD","USA",TRUE,NA,"2-4 hours"
"session_017007","user_06052","movie_0606",2024-12-06,"Desktop",8.5,4.6,"paused",NA,"USA",TRUE,NA,"6-30 minutes"
"session_017008","user_06153","movie_0236",2025-09-13,"Tablet",58.4,50.7,"started","HD","USA",TRUE,NA,"31-60 minutes"
"session_017009","user_08612","movie_0702",2025-06-23,"Laptop",110.9,5.7,"completed","HD","Canada",TRUE,NA,"1-2 hours"
"session_017010","user_04125","movie_0463",2025-10-13,"Smart TV",13.1,18.2,"completed","HD","USA",TRUE,2,"6-30 minutes"
"session_017011","user_02396","movie_0610",2025-06-14,"Laptop",41.2,31.3,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_017012","user_08853","movie_0688",2024-05-29,"Tablet",18.6,75,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_017013","user_03951","movie_0485",2024-01-23,"Smart TV",80.3,97.6,"stopped","SD","Canada",FALSE,NA,"1-2 hours"
"session_017014","user_00450","movie_0326",2025-06-28,"Tablet",149.8,10.1,"started","SD","USA",FALSE,NA,"2-4 hours"
"session_017015","user_00380","movie_0539",2025-01-26,"Desktop",57.6,35.3,"completed","4K","USA",TRUE,NA,"31-60 minutes"
"session_017016","user_09443","movie_0124",2024-05-26,"Smart TV",42.7,4.6,"started","4K","USA",FALSE,2,"31-60 minutes"
"session_017017","user_07286","movie_0306",2024-03-21,"Mobile",151.9,20.6,"stopped","4K","USA",FALSE,NA,"2-4 hours"
"session_017018","user_02302","movie_0937",2025-04-27,"Smart TV",72.3,60.6,"stopped","4K","USA",FALSE,NA,"1-2 hours"
"session_017019","user_07711","movie_0938",2025-05-08,"Tablet",8.8,41.3,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_017020","user_05793","movie_0580",2024-01-18,"Smart TV",70.8,94.9,"paused","4K","Canada",FALSE,NA,"1-2 hours"
"session_017021","user_08919","movie_0143",2024-08-08,"Tablet",80.6,43.9,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_017022","user_09660","movie_0720",2024-03-11,"Tablet",98.1,13.8,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_017023","user_07217","movie_0719",2025-06-24,"Desktop",20.4,36.8,"paused","4K","USA",TRUE,NA,"6-30 minutes"
"session_017024","user_04906","movie_0085",2024-07-08,"Laptop",110.2,91.8,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_017025","user_06000","movie_0949",2025-05-18,"Desktop",144.8,33.1,"stopped","4K","Canada",FALSE,NA,"2-4 hours"
"session_017026","user_08608","movie_0599",2024-01-20,"Smart TV",19.2,33.3,"stopped","HD","Canada",TRUE,2,"6-30 minutes"
"session_017027","user_07123","movie_0537",2025-09-19,"Tablet",34.1,56.1,"started","SD","USA",FALSE,NA,"31-60 minutes"
"session_017028","user_00600","movie_0956",2024-06-01,"Smart TV",18.4,76.2,"stopped","4K","Canada",FALSE,NA,"6-30 minutes"
"session_017029","user_07289","movie_0009",2025-11-06,"Tablet",175.7,43.3,"paused","SD","USA",TRUE,5,"2-4 hours"
"session_017030","user_07922","movie_0822",2024-07-23,"Smart TV",16.4,41.4,"started","SD","Canada",FALSE,NA,"6-30 minutes"
"session_017031","user_01568","movie_0544",2025-11-08,"Tablet",31,74.7,"paused",NA,"Canada",FALSE,NA,"31-60 minutes"
"session_017032","user_01095","movie_0505",2024-12-11,"Mobile",28.4,57,"stopped","HD","USA",FALSE,NA,"6-30 minutes"
"session_017033","user_09640","movie_0628",2025-01-28,"Tablet",89.8,28,"paused","4K","Canada",TRUE,NA,"1-2 hours"
"session_017034","user_09685","movie_0575",2024-09-30,"Desktop",29.2,71.5,"stopped","4K","USA",FALSE,NA,"6-30 minutes"
"session_017035","user_06192","movie_0365",2025-10-25,"Mobile",39.6,87.6,"completed","HD","Canada",FALSE,NA,"31-60 minutes"
"session_017036","user_01459","movie_0325",2025-06-02,"Mobile",93.5,71.8,"started","4K","Canada",FALSE,2,"1-2 hours"
