"movie_id","title","content_type","genre_primary","genre_secondary","release_year","duration_minutes","rating","language","country_of_origin","imdb_rating","production_budget","box_office_revenue","number_of_seasons","number_of_episodes","is_netflix_original","added_to_platform","content_warning","budget_missing","revenue_missing"
"movie_0185","king ice","Documentary","History","",2020,83,"TV-G","English","USA",7.4,0,0,1,12,FALSE,2023-04-29,FALSE,1,1
"movie_0186","old house","TV Series","Comedy","",1999,70,"TV-G","English","USA",4.6,0,0,9,151,FALSE,2024-03-08,TRUE,1,1
"movie_0187","first journey","Documentary","Crime","",2012,102,"TV-Y","English","South Korea",8.2,0,0,1,12,FALSE,2024-02-07,FALSE,1,1
"movie_0188","our hero","Movie","Comedy","",1998,111,"TV-PG","English","USA",9.3,6199801,15193445,0,0,FALSE,2022-09-12,FALSE,0,0
"movie_0189","family mission","Movie","Documentary","",1993,85,"TV-MA","Japanese","USA",5.8,593000,99312954.4,0,0,FALSE,2020-10-10,FALSE,0,0
"movie_0190","princess night","Documentary","Fantasy","",2010,94,"TV-MA","English","USA",6,0,0,1,12,TRUE,2020-11-19,TRUE,1,1
"movie_0191","war kingdom","Stand-up Comedy","Adventure","",2006,36,"G","English","USA",5.5,0,0,1,12,FALSE,2022-07-12,FALSE,1,1
"movie_0192","family queen","Movie","Comedy","Horror",2021,127,"PG","Korean","Canada",6.1,19244906.2,24037884,0,0,FALSE,2020-09-10,FALSE,0,0
"movie_0193","love story","Movie","Animation","",2002,53,"TV-MA","English","India",4.3,5819919,20052531,0,0,TRUE,2023-01-24,FALSE,0,0
"movie_0194","the phoenix","Movie","Western","",2016,153,"PG","German","USA",5.9,7058434,11893984,0,0,FALSE,2022-12-03,FALSE,0,0
"movie_0195","new phoenix","Limited Series","Music","",1996,18,"NC-17","Korean","Canada",6.4,0,0,6,151,FALSE,2022-06-15,FALSE,1,1
"movie_0196","legend mission","Movie","Mystery","",2014,69,"TV-Y","Korean","Japan",4.3,5542251,1949871,0,0,FALSE,2022-10-21,FALSE,0,0
"movie_0197","adventure war","Documentary","History","Biography",1998,78,"TV-MA","French","South Korea",7.3,0,0,1,12,TRUE,2021-10-04,FALSE,1,1
"movie_0198","phoenix family","TV Series","Sport","",2007,48,"TV-PG","Hindi","USA",4.9,0,0,6,141,TRUE,2023-01-02,FALSE,1,1
"movie_0199","a love","TV Series","Music","",1992,23,"TV-Y7","English","India",8.3,0,0,3,53,FALSE,2020-08-30,FALSE,1,1
"movie_0200","legend secret","TV Series","Drama","",2002,10,"NC-17","English","USA",4.6,0,0,14,79,FALSE,2024-10-15,FALSE,1,1
"movie_0201","secret battle","Movie","Adventure","",2012,142,"R","English","USA",5.6,573288,0,0,0,FALSE,2022-05-27,TRUE,0,0
"movie_0202","city empire","Stand-up Comedy","Horror","Adventure",1961,47,"TV-14","Spanish","France",6.1,0,0,1,12,FALSE,2020-11-30,FALSE,1,1
"movie_0203","first journey","Documentary","Action","Family",2008,87,"TV-PG","English","Canada",4.6,0,0,1,12,TRUE,2023-01-19,FALSE,1,1
"movie_0204","my quest","Movie","Action","",1998,100,"TV-14","English","UK",5.3,1055495,1732903,0,0,FALSE,2023-04-24,TRUE,0,0
"movie_0205","adventure legend","TV Series","Drama","Adventure",2021,73,"R","Japanese","USA",6.5,0,0,2,109,FALSE,2020-11-18,FALSE,1,1
"movie_0206","big dragon","TV Series","Romance","",2003,50,"PG-13","English","Canada",6,0,0,9,97,FALSE,2023-04-13,FALSE,1,1
"movie_0207","family ice","TV Series","Sport","Mystery",1992,34,"R","English","USA",7.5,0,0,8,15,TRUE,2020-08-02,TRUE,1,1
"movie_0208","the story","Movie","Thriller","",1993,109,"R","Spanish","USA",7.4,5539041,0,0,0,TRUE,2021-04-28,FALSE,0,0
"movie_0209","king dragon","TV Series","History","",2023,44,"TV-G","English","USA",6.2,0,0,9,89,TRUE,2022-06-16,TRUE,1,1
"movie_0210","princess kingdom","Movie","Sport","",2018,83,"TV-14","German","Canada",2.7,2206961,0,0,0,FALSE,2022-02-15,FALSE,0,0
"movie_0211","kingdom princess","TV Series","Romance","",1998,39,"PG-13","Italian","USA",6.1,0,0,2,97,FALSE,2022-04-12,FALSE,1,1
"movie_0212","story king","Stand-up Comedy","War","",2011,33,"TV-Y","Hindi","UK",8,0,0,1,12,FALSE,2022-12-08,FALSE,1,1
"movie_0213","queen house","TV Series","Fantasy","",2015,44,"PG","English","Canada",7.9,0,0,10,115,TRUE,2025-03-15,FALSE,1,1
"movie_0214","last dragon","Stand-up Comedy","Animation","Comedy",1966,47,"TV-Y7","English","USA",4.3,0,0,1,12,FALSE,2024-11-12,FALSE,1,1
"movie_0215","city warrior","Movie","Western","",2008,135,"NC-17","English","USA",6.8,10268769,1769234,0,0,FALSE,2024-02-24,FALSE,0,0
"movie_0216","day city","Documentary","Action","",1993,85,"G","Spanish","South Korea",8.5,0,0,1,12,FALSE,2024-03-02,FALSE,1,1
"movie_0217","quest secret","Movie","Drama","",2008,93,"TV-G","English","UK",6.9,1331293,99312954.4,0,0,FALSE,2024-10-25,FALSE,0,0
"movie_0218","journey mission","Movie","Action","Documentary",1995,93,"NC-17","English","India",6.2,8955476,5873907,0,0,FALSE,2020-12-19,FALSE,0,0
"movie_0219","bright adventure","Movie","Comedy","",2021,102,"NC-17","English","Canada",7.1,1852812,323259,0,0,TRUE,2025-03-09,FALSE,0,0
"movie_0220","an war","TV Series","Comedy","History",2009,47,"TV-MA","French","Germany",8.1,0,0,9,40,FALSE,2022-02-21,FALSE,1,1
"movie_0221","empire kingdom","Documentary","Crime","",2016,46,"TV-PG","English","USA",8.7,0,0,1,12,FALSE,2021-06-25,FALSE,1,1
"movie_0222","battle phoenix","TV Series","Western","Drama",1994,329,"TV-MA","Japanese","USA",5.9,0,0,11,153,FALSE,2020-10-30,FALSE,1,1
"movie_0223","story phoenix","TV Series","History","",2006,50,"TV-G","Hindi","USA",6.3,0,0,1,156,FALSE,2020-10-22,FALSE,1,1
"movie_0224","the princess","TV Series","Drama","",1994,62,"R","German","USA",5.1,0,0,2,43,FALSE,2021-05-12,FALSE,1,1
"movie_0225","our family","Movie","Adventure","Drama",1994,119,"PG-13","Spanish","India",7.4,13813223,0,0,0,TRUE,2023-05-16,FALSE,0,0
"movie_0226","a dream","Stand-up Comedy","Western","",1998,67,"TV-MA","English","USA",5.7,0,0,1,12,FALSE,2022-03-23,FALSE,1,1
"movie_0227","last storm","Stand-up Comedy","Family","",2012,59,"G","English","USA",6.8,0,0,1,12,FALSE,2023-08-14,FALSE,1,1
"movie_0228","city family","Movie","Family","",2015,144,"TV-G","Korean","UK",6.4,951503,8854233,0,0,FALSE,2023-06-04,TRUE,0,0
"movie_0229","last secret","Movie","Drama","",2003,115,"PG-13","English","India",6.1,2856217,7370946,0,0,FALSE,2024-03-04,FALSE,0,0
"movie_0230","kingdom king","Movie","Biography","",2005,489.600000000001,"TV-14","Spanish","USA",7.2,7047373,7555541,0,0,FALSE,2021-06-04,FALSE,0,0
"movie_0231","storm quest","Limited Series","Mystery","",2020,36,"TV-Y","German","South Korea",7.5,0,0,10,88,FALSE,2025-06-19,FALSE,1,1
"movie_0232","kingdom war","TV Series","Sci-Fi","",2023,38,"R","English","USA",5.5,0,0,14,42,FALSE,2023-12-01,FALSE,1,1
"movie_0233","storm ice","Movie","History","War",2020,131,"PG","English","USA",7.1,0,5648567,0,0,FALSE,2021-07-31,FALSE,1,1
"movie_0234","an fire","TV Series","Horror","Music",1991,58,"TV-Y7","Japanese","South Korea",8.5,0,0,1,178,FALSE,2021-01-11,FALSE,1,1
"movie_0235","empire story","Limited Series","Crime","Action",2011,45,"G","English","USA",3.7,0,0,10,18,FALSE,2022-03-06,FALSE,1,1
"movie_0236","queen warrior","Stand-up Comedy","Action","Animation",2006,81,"TV-14","English","Canada",4.6,0,0,1,12,FALSE,2024-08-22,FALSE,1,1
"movie_0237","legend warrior","TV Series","Animation","",2002,24,"PG-13","English","Japan",5.1,0,0,8,82,FALSE,2020-09-30,FALSE,1,1
"movie_0238","bright journey","TV Series","Adventure","",2011,46,"PG-13","Korean","USA",8.7,0,0,4,133,FALSE,2022-02-03,FALSE,1,1
"movie_0239","kingdom dream","Documentary","Sci-Fi","Drama",2015,79,"G","Italian","USA",5.7,0,0,1,12,FALSE,2022-10-17,FALSE,1,1
"movie_0240","last house","Movie","Drama","",2022,152,"NC-17","French","USA",6.5,0,38401267,0,0,FALSE,2024-12-02,FALSE,1,1
"movie_0241","dark ice","TV Series","War","",2003,13,"TV-14","Japanese","USA",4.9,0,0,10,90,FALSE,2022-06-22,FALSE,1,1
"movie_0242","mission storm","Documentary","Sci-Fi","",2022,56,"TV-14","English","USA",6.9,0,0,1,12,TRUE,2021-06-16,FALSE,1,1
"movie_0243","new quest","Movie","Comedy","",1997,147,"TV-MA","Italian","USA",6.9,1340534,7497976,0,0,TRUE,2022-12-11,FALSE,0,0
"movie_0244","little city","Movie","History","",2005,489.600000000001,"TV-G","English","USA",5,2185872,99312954.4,0,0,FALSE,2020-12-25,FALSE,0,0
"movie_0245","night king","Movie","Mystery","Comedy",2010,81,"TV-Y7","German","USA",5.5,0,0,0,0,FALSE,2024-05-28,FALSE,1,1
"movie_0246","empire adventure","Documentary","Documentary","",2001,71,"NC-17","English","UK",1.2,0,0,1,12,FALSE,2022-10-12,FALSE,1,1
"movie_0247","bright princess","Documentary","Documentary","",2014,84,"TV-PG","English","France",6.4,0,0,1,12,FALSE,2022-07-16,TRUE,1,1
"movie_0248","love storm","TV Series","Mystery","",2002,17,"TV-PG","Spanish","Japan",7,0,0,3,39,FALSE,2024-02-13,FALSE,1,1
"movie_0249","city storm","Documentary","War","Action",2009,67,"TV-14","Hindi","USA",6.5,0,0,1,12,FALSE,2025-07-14,FALSE,1,1
"movie_0250","first ice","Limited Series","Sci-Fi","Mystery",2002,21,"G","English","USA",2.6,0,0,5,170,FALSE,2024-07-24,TRUE,1,1
"movie_0251","queen mystery","Limited Series","Comedy","",2013,1,"TV-G","English","South Korea",6.6,0,0,2,24,FALSE,2021-01-16,FALSE,1,1
"movie_0252","my quest","Movie","Romance","",1995,140,"TV-14","Spanish","USA",6.2,19244906.2,99312954.4,0,0,FALSE,2020-10-12,FALSE,0,0
"movie_0253","city queen","Documentary","Fantasy","",2013,99,"TV-G","Spanish","USA",5.1,0,0,1,12,TRUE,2020-11-04,TRUE,1,1
"movie_0254","empire mystery","TV Series","Drama","",2024,38,"TV-14","English","Japan",7.1,0,0,3,84,FALSE,2021-09-19,FALSE,1,1
"movie_0255","dark legend","Movie","Animation","Sport",2024,127,"R","Hindi","USA",3.4,247987,11671074,0,0,FALSE,2023-02-21,TRUE,0,0
"movie_0256","kingdom war","Stand-up Comedy","Thriller","",2007,71,"TV-14","English","USA",6.6,0,0,1,12,FALSE,2025-03-07,TRUE,1,1
"movie_0257","dragon king","Movie","History","",2001,109,"PG-13","English","Japan",6.6,3393573,40319055,0,0,TRUE,2022-07-25,FALSE,0,0
"movie_0258","adventure love","Movie","Music","",2009,161,"TV-PG","English","USA",8.8,1206373,0,0,0,FALSE,2021-10-29,FALSE,0,0
"movie_0259","princess warrior","Movie","Crime","",2004,114,"TV-Y7","English","Canada",6.9,702469,25878525,0,0,TRUE,2022-02-03,FALSE,0,0
"movie_0260","love love","Stand-up Comedy","Action","",2018,55,"PG-13","French","USA",4.7,0,0,1,12,FALSE,2023-04-29,FALSE,1,1
"movie_0261","hero dream","Movie","Biography","Crime",2013,88,"G","Italian","USA",9.1,19244906.2,0,0,0,FALSE,2025-04-11,TRUE,0,0
"movie_0262","house secret","Movie","Sport","",2020,127,"TV-G","English","USA",4.8,0,5863373,0,0,FALSE,2023-02-02,FALSE,1,1
"movie_0263","big ice","Movie","Music","Western",1994,93,"TV-MA","Hindi","South Korea",4.6,3501146,1126300,0,0,TRUE,2023-06-25,FALSE,0,0
"movie_0264","our queen","Movie","Biography","Drama",2013,121,"PG","English","South Korea",8.4,8714072,35270961,0,0,FALSE,2022-09-26,FALSE,0,0
"movie_0265","warrior fire","Movie","Western","",1994,98,"G","English","USA",4.5,19244906.2,6020161,0,0,FALSE,2020-10-07,FALSE,0,0
"movie_0266","ice fire","TV Series","Romance","Family",2005,59,"TV-MA","English","Germany",4.1,0,0,12,136,FALSE,2025-05-31,FALSE,1,1
"movie_0267","our war","Stand-up Comedy","Animation","",2024,51,"PG","Japanese","South Korea",8.3,0,0,1,12,FALSE,2021-03-22,FALSE,1,1
"movie_0268","quest empire","Movie","Comedy","",2022,120,"G","English","Japan",6.7,11481343,727483,0,0,FALSE,2025-01-20,FALSE,0,0
"movie_0269","secret mystery","Documentary","Drama","",2012,74,"PG-13","Italian","UK",9.8,0,0,1,12,FALSE,2024-10-25,FALSE,1,1
"movie_0270","secret ice","Movie","Romance","",2020,152,"TV-G","English","UK",0.9,389524,492518,0,0,FALSE,2022-11-01,TRUE,0,0
"movie_0271","our mission","TV Series","Music","War",2013,66,"PG-13","French","Japan",7.3,0,0,1,78,TRUE,2020-12-04,TRUE,1,1
"movie_0272","day fire","Movie","Family","",2024,127,"TV-Y","English","South Korea",6.9,4158763,99312954.4,0,0,FALSE,2021-12-20,TRUE,0,0
"movie_0273","new adventure","Stand-up Comedy","Adventure","",2003,54,"TV-Y7","Italian","UK",6.1,0,0,1,12,FALSE,2024-09-09,FALSE,1,1
"movie_0274","story phoenix","Stand-up Comedy","Horror","",1996,51,"NC-17","Korean","USA",6.8,0,0,1,12,TRUE,2024-11-11,FALSE,1,1
"movie_0275","night city","Stand-up Comedy","Drama","",2007,67,"TV-MA","English","USA",6.6,0,0,1,12,FALSE,2025-05-09,FALSE,1,1
"movie_0276","dark storm","TV Series","Family","",1991,24,"TV-Y","English","India",1.7,0,0,7,106,FALSE,2022-02-23,FALSE,1,1
"movie_0277","an empire","TV Series","Adventure","",1991,25,"PG","English","USA",4.9,0,0,12,183,TRUE,2025-04-04,FALSE,1,1
"movie_0278","dragon storm","TV Series","Documentary","",2023,63,"TV-MA","Hindi","USA",6.6,0,0,9,50,FALSE,2024-06-09,FALSE,1,1
"movie_0279","my adventure","TV Series","War","Sport",2011,53,"TV-Y","English","USA",6.6,0,0,13,77,FALSE,2022-06-21,TRUE,1,1
"movie_0280","legend story","Movie","Mystery","",1995,100,"TV-14","Italian","USA",6.7,4869656,99312954.4,0,0,FALSE,2020-09-23,FALSE,0,0
"movie_0281","house phoenix","Movie","Crime","",2017,115,"PG","English","USA",6.5,0,394055,0,0,FALSE,2022-07-21,FALSE,1,1
"movie_0282","secret ice","Movie","Comedy","Drama",1997,90,"TV-Y","English","USA",4.2,2199222,32143697,0,0,FALSE,2024-03-05,TRUE,0,0
"movie_0283","big mission","Movie","History","",2009,118,"TV-Y7","Spanish","UK",6.1,1107126,0,0,0,TRUE,2024-04-22,TRUE,0,0
"movie_0284","king dragon","Movie","Romance","Western",1990,112,"TV-14","English","USA",6.8,3329576,45321,0,0,TRUE,2021-05-15,FALSE,0,0
"movie_0285","dragon dragon","Documentary","Horror","",2024,85,"PG","English","South Korea",5.1,0,0,1,12,FALSE,2023-10-13,FALSE,1,1
"movie_0286","first queen","Stand-up Comedy","Thriller","",1995,63,"TV-Y7","Spanish","Germany",7.3,0,0,1,12,FALSE,2022-10-03,TRUE,1,1
"movie_0287","the adventure","TV Series","Animation","",1995,76,"TV-Y7","Japanese","USA",2.7,0,0,1,196.96,FALSE,2021-12-24,FALSE,1,1
"movie_0288","mystery adventure","Stand-up Comedy","Music","Sci-Fi",2005,66,"PG","German","USA",5.8,0,0,1,12,TRUE,2021-02-24,FALSE,1,1
"movie_0289","love city","TV Series","Action","Adventure",2007,57,"NC-17","English","Canada",8.2,0,0,12,75,FALSE,2021-05-14,TRUE,1,1
"movie_0290","dark city","Documentary","Animation","War",1992,84,"TV-MA","English","Germany",5.9,0,0,1,12,FALSE,2023-03-16,FALSE,1,1
"movie_0291","princess war","Stand-up Comedy","Romance","",2002,58,"TV-G","English","USA",7.6,0,0,1,12,FALSE,2024-11-06,FALSE,1,1
"movie_0292","family princess","Movie","Adventure","",2000,67,"G","English","France",8.4,0,35807632,0,0,FALSE,2023-05-17,FALSE,1,1
"movie_0293","quest adventure","Movie","Adventure","",2009,85,"NC-17","English","Canada",7,6918517,13786456,0,0,FALSE,2025-01-30,FALSE,0,0
"movie_0294","king kingdom","Movie","Horror","Western",1999,118,"TV-MA","English","Canada",8.5,3103842,1012901,0,0,FALSE,2025-05-01,FALSE,0,0
"movie_0295","little dragon","TV Series","Fantasy","History",2011,50,"G","English","USA",5.2,0,0,2,27,FALSE,2020-11-06,FALSE,1,1
"movie_0296","ice mystery","Movie","Documentary","",2011,102,"PG","French","USA",7.5,2650811,0,0,0,FALSE,2024-11-01,FALSE,0,0
"movie_0297","secret mission","Documentary","Thriller","",1995,99,"NC-17","English","USA",4.8,0,0,1,12,FALSE,2022-11-02,FALSE,1,1
"movie_0298","city dream","Movie","Adventure","",2014,121,"PG-13","Korean","USA",6.9,2411775,4770765,0,0,TRUE,2021-02-08,FALSE,0,0
"movie_0299","quest mystery","TV Series","Biography","",1986,36,"R","French","Japan",7.4,0,0,3,54,TRUE,2022-12-15,TRUE,1,1
"movie_0300","house war","Movie","Sci-Fi","",2024,155,"NC-17","English","USA",6.9,0,0,0,0,FALSE,2021-02-25,FALSE,1,1
"movie_0301","fire battle","Movie","Horror","",1991,108,"TV-Y7","Japanese","USA",5.6,902788,27378941,0,0,FALSE,2024-11-20,FALSE,0,0
"movie_0302","bright battle","Movie","Drama","",1997,105,"TV-MA","English","USA",6.5,5521994,0,0,0,FALSE,2021-09-06,FALSE,0,0
"movie_0303","quest princess","Movie","History","Western",1990,132,"TV-Y","Japanese","USA",6.3,19244906.2,12209704,0,0,FALSE,2022-04-28,TRUE,0,0
"movie_0304","dragon warrior","Movie","History","Horror",2011,122,"NC-17","Hindi","USA",6.3,13039164,51016239,0,0,TRUE,2023-06-05,FALSE,0,0
"movie_0305","legend house","Movie","Adventure","Fantasy",1984,113,"TV-MA","English","Japan",4.6,0,53455628,0,0,TRUE,2021-06-14,FALSE,1,1
"movie_0306","warrior house","TV Series","Comedy","",2009,45,"G","English","UK",6.6,0,0,1,83,FALSE,2021-10-02,FALSE,1,1
"movie_0307","dark ice","Stand-up Comedy","Crime","",2023,48,"TV-Y","Italian","India",10,0,0,1,12,FALSE,2024-03-02,FALSE,1,1
"movie_0308","old dragon","Documentary","Western","",2010,86,"PG-13","Korean","Canada",3.2,0,0,1,12,FALSE,2023-10-30,FALSE,1,1
"movie_0309","war legend","Movie","Sci-Fi","",2006,151,"TV-PG","English","USA",7.3,809242,69363028,0,0,FALSE,2023-11-03,TRUE,0,0
"movie_0310","legend ice","Limited Series","Family","War",2003,32,"R","English","USA",6.3,0,0,14,86,FALSE,2021-01-24,FALSE,1,1
"movie_0311","war empire","Stand-up Comedy","Adventure","",1993,72,"TV-MA","English","USA",3.9,0,0,1,12,TRUE,2023-01-16,FALSE,1,1
"movie_0312","king legend","TV Series","Romance","",2019,64,"PG","English","UK",7.4,0,0,1,192,TRUE,2022-11-24,TRUE,1,1
"movie_0313","quest love","TV Series","Adventure","War",2004,9,"NC-17","English","Canada",0.5,0,0,1,124,FALSE,2023-10-24,FALSE,1,1
"movie_0314","adventure princess","Movie","Sci-Fi","",2023,113,"PG","English","India",5.1,4061469,9300295,0,0,FALSE,2024-11-01,FALSE,0,0
"movie_0315","big hero","Stand-up Comedy","Mystery","Fantasy",1997,51,"R","English","Canada",7.9,0,0,1,12,TRUE,2021-02-05,FALSE,1,1
"movie_0316","mystery kingdom","Movie","History","",2018,119,"NC-17","Hindi","USA",6.8,0,0,0,0,FALSE,2024-03-25,FALSE,1,1
"movie_0317","mystery love","Movie","Drama","",1996,87,"TV-Y","French","South Korea",8.6,0,544577,0,0,TRUE,2025-03-25,TRUE,1,1
"movie_0318","mission day","Movie","Crime","",1994,117,"TV-Y","English","USA",5.5,1807059,57074574,0,0,FALSE,2021-05-12,FALSE,0,0
"movie_0319","my journey","Movie","Crime","",1990,121,"TV-Y7","Japanese","South Korea",5.3,0,5454814,0,0,TRUE,2021-04-06,TRUE,1,1
"movie_0320","fire queen","Movie","Documentary","",1991,101,"R","English","USA",5.3,9012419,0,0,0,FALSE,2021-08-02,FALSE,0,0
"movie_0321","first family","Stand-up Comedy","Comedy","",2014,489.600000000001,"TV-MA","English","Germany",7,0,0,1,12,FALSE,2024-03-24,TRUE,1,1
"movie_0322","day night","Movie","Western","",2015,109,"PG","Spanish","USA",6.2,18695365,99312954.4,0,0,TRUE,2022-07-30,FALSE,0,0
"movie_0323","little city","Movie","Adventure","Mystery",2011,145,"NC-17","English","Canada",4.4,183679,99312954.4,0,0,FALSE,2022-11-09,TRUE,0,0
"movie_0324","phoenix dragon","Documentary","Fantasy","",1994,66,"PG","English","Canada",6.9,0,0,1,12,FALSE,2021-01-02,TRUE,1,1
"movie_0325","dream family","Stand-up Comedy","Sport","",2011,64,"TV-14","Hindi","Canada",4.8,0,0,1,12,FALSE,2025-07-31,FALSE,1,1
"movie_0326","our queen","Movie","Family","",2018,98,"TV-MA","English","South Korea",4.8,0,0,0,0,FALSE,2023-02-12,FALSE,1,1
"movie_0327","the storm","TV Series","History","Drama",2005,48,"G","English","USA",7.4,0,0,2,164,FALSE,2021-10-05,FALSE,1,1
"movie_0328","mystery day","Documentary","Horror","Family",2024,46,"TV-Y7","Italian","USA",9.3,0,0,1,12,FALSE,2021-04-15,FALSE,1,1
"movie_0329","battle phoenix","Stand-up Comedy","Documentary","",2021,49,"TV-Y7","English","USA",6.6,0,0,1,12,FALSE,2025-07-25,TRUE,1,1
"movie_0330","legend king","Documentary","Biography","",2010,71,"PG","English","UK",9.5,0,0,1,12,FALSE,2023-12-06,FALSE,1,1
"movie_0331","a quest","TV Series","Family","",2018,36,"PG","Italian","UK",6.6,0,0,3,138,TRUE,2020-12-01,FALSE,1,1
"movie_0332","queen dream","Stand-up Comedy","Fantasy","Crime",1997,75,"TV-Y7","Spanish","USA",6.5,0,0,1,12,TRUE,2023-07-11,FALSE,1,1
"movie_0333","the dream","Movie","Action","",2019,72,"TV-14","Korean","USA",8,3004314,0,0,0,TRUE,2020-11-09,FALSE,0,0
"movie_0334","story warrior","Limited Series","Comedy","",1998,39,"TV-14","Hindi","India",6.2,0,0,13,31,FALSE,2022-10-31,FALSE,1,1
"movie_0335","quest mission","TV Series","Crime","",2016,27,"TV-14","Japanese","South Korea",6.6,0,0,1,149,FALSE,2022-12-28,FALSE,1,1
"movie_0336","queen warrior","Movie","Comedy","",2006,183,"G","English","UK",7.8,1807604,71561859,0,0,TRUE,2021-02-09,FALSE,0,0
"movie_0337","storm dream","TV Series","Documentary","",2014,31,"TV-Y7","French","USA",5.9,0,0,7,196.96,TRUE,2024-08-12,FALSE,1,1
"movie_0338","old mission","Movie","Romance","Sci-Fi",2004,106,"NC-17","English","Canada",4.7,262233,90979995,0,0,TRUE,2022-01-24,FALSE,0,0
"movie_0339","big empire","Movie","Fantasy","Sport",1961,106,"PG-13","Spanish","Japan",7.5,945058,0,0,0,FALSE,2024-10-19,FALSE,0,0
"movie_0340","mission quest","Movie","Documentary","",2010,124,"TV-Y","English","USA",6.3,1398006,0,0,0,TRUE,2020-12-14,FALSE,0,0
"movie_0341","battle ice","TV Series","Western","",2005,64,"NC-17","English","USA",6.3,0,0,1,8,FALSE,2024-02-18,TRUE,1,1
"movie_0342","adventure story","Movie","Biography","",2001,103,"TV-Y7","English","USA",7.4,1502147,99312954.4,0,0,FALSE,2023-07-03,FALSE,0,0
"movie_0343","legend mission","Movie","Animation","",2022,119,"PG-13","English","USA",5.1,0,42547797,0,0,FALSE,2023-01-19,FALSE,1,1
"movie_0344","mystery fire","Movie","Thriller","",2017,110,"PG","English","South Korea",5.1,6458405,2367644,0,0,FALSE,2022-09-26,TRUE,0,0
"movie_0345","dark secret","TV Series","Fantasy","",2001,64,"NC-17","English","USA",7.5,0,0,3,146,FALSE,2023-02-19,FALSE,1,1
"movie_0346","house city","TV Series","Animation","Sci-Fi",2008,30,"TV-PG","English","South Korea",6.6,0,0,2,50,FALSE,2023-01-02,FALSE,1,1
"movie_0347","story warrior","TV Series","Comedy","Family",1996,51,"NC-17","French","USA",4.9,0,0,9,168,TRUE,2021-05-23,FALSE,1,1
"movie_0348","quest adventure","TV Series","Sport","Family",2024,43,"TV-PG","Spanish","USA",6.4,0,0,13,123,TRUE,2025-01-10,FALSE,1,1
"movie_0349","fire king","Documentary","Romance","",2018,101,"PG","English","USA",7.3,0,0,1,12,FALSE,2023-03-27,TRUE,1,1
"movie_0350","dragon hero","Movie","History","Family",2020,91,"G","English","South Korea",8,16253067,0,0,0,FALSE,2021-08-19,TRUE,0,0
"movie_0351","family story","TV Series","Family","",2018,28,"TV-Y","English","USA",4.6,0,0,2,191,TRUE,2020-09-11,FALSE,1,1
"movie_0352","new kingdom","Documentary","Thriller","",2022,54,"TV-Y","Japanese","USA",6.1,0,0,1,12,FALSE,2024-03-23,FALSE,1,1
"movie_0353","quest hero","Limited Series","Action","Adventure",2009,437,"NC-17","Italian","USA",5.5,0,0,7,19,FALSE,2020-08-21,FALSE,1,1
"movie_0354","new adventure","Documentary","Adventure","Thriller",2010,85,"G","Spanish","USA",7,0,0,1,12,FALSE,2021-01-20,FALSE,1,1
"movie_0355","dream dream","Limited Series","Family","Crime",2019,65,"R","English","USA",5.9,0,0,4,177,FALSE,2024-07-24,FALSE,1,1
"movie_0356","love empire","TV Series","Music","History",1999,43,"TV-PG","Korean","USA",7.9,0,0,14,67,FALSE,2023-07-28,FALSE,1,1
"movie_0357","our queen","Movie","Crime","",2006,115,"TV-Y","English","USA",6.6,1750267,0,0,0,FALSE,2025-06-22,FALSE,0,0
"movie_0358","legend secret","TV Series","Drama","",1992,37,"TV-MA","English","Japan",9,0,0,4,148,FALSE,2025-04-21,FALSE,1,1
"movie_0359","quest hero","Movie","Biography","",1973,103,"TV-14","Korean","USA",6.6,19244906.2,99312954.4,0,0,FALSE,2025-06-13,TRUE,0,0
"movie_0360","fire night","TV Series","Comedy","Adventure",1953,52,"TV-14","English","USA",4,0,0,2,116,FALSE,2022-12-14,TRUE,1,1
"movie_0361","war adventure","Movie","Drama","",2022,22,"TV-MA","English","USA",6.8,0,0,0,0,TRUE,2022-06-04,FALSE,1,1
"movie_0362","bright phoenix","Documentary","Drama","",2021,84,"TV-Y","English","UK",7.9,0,0,1,12,TRUE,2023-05-09,FALSE,1,1
"movie_0363","night secret","Movie","Animation","",1990,150,"PG","German","USA",0.5,9373108,1233608,0,0,FALSE,2022-02-11,FALSE,0,0
"movie_0364","princess house","Movie","Thriller","",2009,95,"TV-Y7","English","USA",7.9,19244906.2,4193030,0,0,TRUE,2020-11-02,FALSE,0,0
"movie_0365","first quest","TV Series","Action","Mystery",2011,70,"NC-17","English","USA",7.3,0,0,1,170,FALSE,2025-06-30,TRUE,1,1
"movie_0366","war dragon","Limited Series","Crime","Family",2001,24,"TV-14","English","Canada",8.2,0,0,10,185,FALSE,2024-07-19,FALSE,1,1
"movie_0367","storm secret","Movie","Drama","",1991,92,"TV-MA","English","USA",4.7,6921573,0,0,0,FALSE,2022-11-29,TRUE,0,0
"movie_0368","the empire","Movie","Western","Fantasy",2018,95,"TV-PG","French","Canada",6.1,19244906.2,0,0,0,TRUE,2021-05-17,FALSE,0,0
"movie_0369","big ice","Documentary","Family","Adventure",2008,58,"TV-Y","Hindi","Japan",5.9,0,0,1,12,FALSE,2023-05-08,FALSE,1,1
"movie_0370","princess quest","Movie","Music","Thriller",2015,87,"PG-13","Spanish","USA",4.6,1373809,0,0,0,FALSE,2021-09-16,FALSE,0,0
